Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
NA,Contact the organizer to request a refund.,"Do you spend your time playing with Ouija boards and watching spooky videos indoors? Yawn. Newsflash: your twenty-year-old house is about as haunted as YouTube – MySpace at a push. The present (and past) is outside, in real life, where all the creepy buildings, monuments and verifiable ghost sightings hotspots are. With this in mind, we’re inviting you to visit places that are truly haunted. Let that sink in for a moment. The route you will follow is full of haunted and spooky places, mysterious clues and challenges, and real facts/accounts from the past and present. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in the first person! Fun dialogue, intrigue, and unexpected interactions are guaranteed. Let's play a real-world adventure! HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲] 3. Head to the starting point📍 WHAT YOU’LL DO The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! - - - - - More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 130 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 300 different experiences created by a growing network of local content creators and event organizers.",11.99,34.99,EUR,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T13:00:00Z,2024-03-12T14:30:00Z,Ghosts of Rome: Haunting Stories Outdoor Escape Game,Looking to get spooked or spook someone else? Then put on your vampire teeth and get booking: this is your opportunity to do exactly that!,https://www.eventbrite.com/e/ghosts-of-rome-haunting-stories-outdoor-escape-game-tickets-517524859787,roma,Sold out
NA,Contact the organizer to request a refund.,"Explore the Pantheon, the Colosseum, and the secret sites of Rome through a fascinating walking tour! During the tour you will help the Roman Emperor to gradually understand the meaning of his dreams. You will use your phone to follow clues and solve puzzles in Rome's most beautiful landmarks while learning about their history. The route you’re going to follow in the city is sprinkled with unique places, fun clues and challenges, and incredible stories. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in first person! Fun dialogue, intrigue, and unexpected interactions are guaranteed. HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲 3. Head to the starting point📍 WHAT YOU’LL DO  The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! ------------------ More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 150 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 400 different experiences created by a growing network of local content creators and event organizers.",9.99,29.99,EUR,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T13:00:00Z,2024-03-12T14:30:00Z,Rome Outdoor Escape Game: The Emperor's Dream,"Follow clues, solve puzzles, discover new places and learn incredible stories of the city's past and present during this city adventure.",https://www.eventbrite.com/e/rome-outdoor-escape-game-the-emperors-dream-tickets-654320017787,roma,Sold out
NA,Contact the organizer to request a refund.,"Are you ready for a mysterious tour through the most beautiful park of Rome?  During this fascinating quest through the idyllic park of Villa Borghese, you will encounter some fantastic art and interesting personas as you meet many Sad Souls who will tell you the history of the park through their eyes. But are you able to help them, as well? This self-guided tour will be full of challenges, clues and puzzles. It is the ideal way to get away from the crowds and turn a walk in the park into a real adventure! The route you’re going to follow in the city is sprinkled with unique places, fun clues and challenges, and incredible stories. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in first person! Fun dialogue, intrigue, and unexpected interactions are guaranteed. HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲 3. Head to the starting point📍 WHAT YOU’LL DO  The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! ------------------ More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 150 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 400 different experiences created by a growing network of local content creators and event organizers.",9.99,29.99,EUR,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T13:00:00Z,2024-03-12T14:30:00Z,Rome Outdoor Escape Game: The Sad Souls of Villa Borghese,"Follow clues, solve puzzles, discover new places and learn incredible stories of the city's past and present during this city adventure.",https://www.eventbrite.com/e/rome-outdoor-escape-game-the-sad-souls-of-villa-borghese-tickets-541024818797,roma,Sold out
NA,Refunds up to 1 day before event,"Join an authentic Italian cooking class in the heart of Rome, where you'll learn to create two of Italy's most beloved dishes: Pasta and Tiramisù! So come join us for an unforgettable culinary experience in the heart of Rome, and learn to make delicious Pasta and Tiramisù like a true Italian!",70,70,EUR,Naples Together,https://schema.org/EventScheduled,2024-03-12T11:30:00Z,2024-03-12T13:30:00Z,Spanish Steps Cooking Class in Rome: Make Pasta & Tiramisu with Wine,Experience the flavors of Italy in an unforgettable cooking class in Rome!,https://www.eventbrite.com/e/spanish-steps-cooking-class-in-rome-make-pasta-tiramisu-with-wine-tickets-807921664447,roma,Sold out
NA,Contact the organizer to request a refund.,NA,106.86,106.86,EUR,Cozymeal,https://schema.org/EventScheduled,2024-03-13T09:00:00Z,2024-03-13T12:00:00Z,A Sip and Savor Stroll in Rome - Food Tours by Cozymeal™,"Learn all about Rome's incredible culture while enjoying the city's favorite fare with Cozymeal! Join the upcoming food tour, “A Sip and Savor Stroll in Rome”, with Guide Jorge or Local Guide for a fun 3-hour experience with 8 tastings along the way.Cozymeal offers a variety of culinary experiences, including cooking classes, team building activities, food tours and private chef services. We’ll give you a unique, unforgettable experience hosted by incredible chefs and guides in over 70 cities across the U.S. and Canada. Book a culinary experience with Cozymeal and let theus take care of the rest.For additional information and dates visit A Sip and Savor Stroll in Rome",https://www.eventbrite.com/e/a-sip-and-savor-stroll-in-rome-food-tours-by-cozymealtm-tickets-780336235687,roma,Sold out
NA,Refunds up to 7 days before event,"The Gruppo Storico Romano in collaboration with the gladiators of his Gladiator School offers short courses of gladiatura , daily or weekly , with preparation and personal training programs. At the end of the period of preparation, the aspiring gladiator, if deemed appropriate, and his choice, will continue the learning phase and then become part of the Gladiator School in Rome, the first school ever to teach the discipline of art as well old but still quite charming . If you also want to become a gladiator, even if only for a day, and you’d like to relive the same emotions as two thousand years ago, come see us in Via Appia Antica 18 and you will enter in the story.  You’ll discover the secrets of Imperial Rome’s gladiator games, get hands-on with ancient Roman history and have the best fun you can imagine! In addition, we will give you the opportunity to visit the Historical Museum – Didactic of our Association, and wear armor true by simulating battles with teachers and young people like you who wish to try their hand at this new ” sport.” You’ll spend a couple of hours with very close-knit friends who wish to expand and grow the Gladiator School in Rome.",120,388.34,EUR,Gruppo Storico Romano,https://schema.org/EventScheduled,2024-03-12T14:00:00Z,2024-03-12T16:00:00Z,Gladiator School,"Un tuffo nel passato, vivi l'emozione di sentirti parte della storia che ha affascinato il mondo intero",https://www.eventbrite.it/e/gladiator-school-tickets-207757617627,roma,Sold out
NA,Contact the organiser to request a refund.,"The best cooking class in the ancient neighborhood of Rome, Trastevere, with Ilaria Sparla. Ilaria is a professional Italian chef who comes from three generations of family cooks. In this experience she will teach you and she will cook Roman recipes with you in her private home and in her garden. You will be able to appreciate and savor the flavors of ancient Roman cuisine in an unrepeatable culinary experience. Ilaria is always ready to create vegetarian dishes for you with her family's recipes! When the weather is nice we will use, for lunch and for dinner, my private garden especially during the summer time.   What to expect We will start with an aperitif based on local products then we will knead flour and fresh organic eggs to prepare fresh pasta together.  Create your own dessert from a family recipe, and savor your creations paired with a bottle of Italian wine. Ilaria will show you all the secrets for an excellent result. At the end of the lesson you can enjoy lunch or dinner. Example menu   Starter welcome aperitif with fresh toasted bread, fresh organic cherry tomatoes and local 0 km extra virgin olive oil. Pecorino romano cheese with walnuts and honey. Fried artichokes, typical recipe of Jewish-Roman cuisine.   Main course  Fettuccine Cacio e Pepe and Tonnarelli with organic and fresh cherry tomato sauce Dessert  A special Tiramisu made with a traditional family recipe, top secret!   Drinks: Organic and local wine, water and moka coffee!   All included in the price.",70.58,70.58,EUR,Ilaria,https://schema.org/EventScheduled,2024-03-12T17:30:00Z,2024-03-12T20:30:00Z,Let's cook and eat together with a Real Italian Chef in Trastevere,"THE BEST COOKING CLASS WITH A PROFESSIONAL ITALIAN CHEF! LUNCH OR DINNER, DESSERT & OPEN WINE BAR INCLUDED",https://www.eventbrite.com/e/lets-cook-and-eat-together-with-a-real-italian-chef-in-trastevere-tickets-746096935017,roma,Sold out
NA,Refunds up to 1 day before event,"Are you a wine lover looking for a unique and immersive experience? Look no further than our wine-tasting and cellar-guided tour in Frascati! Frascati is a small town located just outside of Rome, and it is known for its delicious white wines made from the local grape varieties, such as Malvasia and Castelli Romani. Our tour begins with a visit to one of Frascati's most prestigious wineries, where you'll have the opportunity to explore the cellars, learn about the winemaking process, and taste different wines, each paired with rich Italian appetizers, carefully selected by our experienced wine experts to enhance the flavors and aromas of the wines. During the tour, you'll learn about the different grape varieties, the terroir, and the authentic winemaking techniques specific to the area. The tour is designed for wine lovers of all levels of knowledge and experience, and it is a beautiful chance to sample some delectable wines and discover more about the local wine production techniques. In addition, this experience also offers an opportunity to escape the bustle of the city and take in Frascati's stunning countryside. So why wait? Don't miss this chance to have a genuinely unique and unforgettable day out! Give yourself a once-in-a-lifetime trip to the countryside near Rome and explore the world of excellent Italian wines. It is the perfect idea for a romantic retreat, a special event, or a fun day out with friends and family. Reserve your spot right now!",40,50,EUR,Naples Together,https://schema.org/EventScheduled,2024-03-13T09:00:00Z,2024-03-13T10:00:00Z,Frascati Wine Tasting Experience with Vineyard's Guided Tour,Discover Rome's Best Kept Secret: A Wine Tasting Experience in Frascati!,https://www.eventbrite.com/e/frascati-wine-tasting-experience-with-vineyards-guided-tour-tickets-845869537557,roma,Sold out
NA,Contact the organizer to request a refund.,"Follow in the steps of character Robert Langdon in ""Angels and Demons"" on this downloadable quest. Walk around Rome, solving games and clues to unlock the next destination, revealed on your smartphone. You can immerse yourself in Langdon's story as well as the history of Rome, moving at your own pace and taking as long as you like. On this unique Rome walk, you will visit the most important Rome attractions while solving a mission as Robert Langdon. You will use your phone to follow clues and solve puzzles in your surroundings while discovering Rome landmarks such as Castel Sant’Angelo, St. Peter’s Square, or the Trevi Fountain. This Angels and Demons tour shaped like an exploration game will take you on an unconventional Rome tour which teaches you fun and fascinating bits of history about each place visited as you play around the city. Give this Angels and Demons tour a try and you can be sure that your entire family will absolutely love it, it’s fun for any age! There’s something in it for everyone. How’s this different from a normal Rome Tour? You will solve entertaining clues and puzzles found in your surroundings You will be able to have a coffee or ice-cream break whenever you want, with the option to resume at any time You will have complete privacy, there’s no guide or groups involved You will play the role of Robert Langdon from the Angels and Demons movie and novel while you explore the most impressive Rome attractions. Your mission is to find all the clues that will help you solve the mystery of the recently kidnapped cardinals. This is a mission only you can complete, so brace yourself and get cracking on this new case! Full flexibility: start at any hour, take a break at any time and resume later This is always available. It's 24/7, every day of the week. This is the safest event you can book: private, no human contact, you will avoid crowds. Play offline: you DON'T NEED an internet connection to play this city game. HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲 3. Head to the starting point📍 WHAT YOU’LL DO  The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! ------------------ More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 130 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 300 different experiences created by a growing network of local content creators and event organizers.",11.99,34.99,USD,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T13:00:00Z,2024-03-12T14:30:00Z,Rome Outdoor Escape Game: Angels and Demons Illuminati Hunt,"Follow in the steps of character Robert Langdon in ""Angels and Demons""! Walk around Rome, solving clues to unlock the next destination.",https://www.eventbrite.com/e/rome-outdoor-escape-game-angels-and-demons-illuminati-hunt-tickets-467441900307,roma,Sold out
NA,Contact the organizer to request a refund.,"Take on the role of a gladiator as you search the city for your former sparring partner and Rome's greatest fighter, who has gone missing!  In this game you will explore the different types of ancient Roman entertainments and where you can still see traces of the once magnificent buildings, above and below ground.  Visit some of the most famous sites in the historic centre of Rome as well as its lesser known spots, all the time learning about the ancient city, the Roman world and its gladiators! The route you’re going to follow in the city is sprinkled with unique places, fun clues and challenges, and incredible stories of past and present. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in first person! Fun dialogue, intrigue, and unexpected interactions are guaranteed. HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲 3. Head to the starting point📍 WHAT YOU’LL DO  The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! ------------------ More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 150 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 400 different experiences created by a growing network of local content creators and event organizers.",9.99,29.99,EUR,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T13:00:00Z,2024-03-12T14:30:00Z,Gladiators of Rome: Outdoor Escape Game,"Follow clues, solve puzzles, discover new places and learn incredible stories of the city's past and present during this city adventure.",https://www.eventbrite.com/e/gladiators-of-rome-outdoor-escape-game-tickets-719496331897,roma,Sold out
NA,Refunds up to 7 days before event,"“Phase deep into the Night to break high into the Light”. “The MIND is a product of its KNOWING, not its THOUGHTS nor its THINKING, for they are easy to be influenced by the external world, but the Mind which is internal, is NOT them”. Mind ReMapping You may read this today and wonder, what values can we learn from Mind ReMapping? Your Mind is an atomic and perpetual energy. Its power is so complex that it carries no mass, but yet, derives energy not only from the natural sustainability of surrounding environments, but it perpetuates far greater power with the connections it makes with other minds where at our collective nucleus, is a nuclear energy which is unstoppable. This power, which for most of us is dormant, inspires its own potent energies, deriving power from genuine and respectful gestures we gift through the interactions we have with one another, in the simplest of, “Hellos, & how are you?” Its only through a connection with other minds, not money, nor possessions, that can pull us out of our lowest moments in life’s darkness, because nothing, not even FEAR, can survive the deep depths of Time, where FEAR abandons us to insanity or, we find salvation through a connection with other minds. However, the mind's energy when synchronised is unrivalled, as there is nothing more gargantuan than collective minds coming together because the mind must first perceive before it can conceive. Collective Minds that are empathic to one another are designed to create wormholes in Time, where either the greatest ideas are birthed, or where our worst nightmares are channelled through time. Wormholes in Time, of course, can be achieved in their singularities which can be truly exhilarating or horrific, but the wormholes we create together, open vaster passages in Time through which powers of Consciousness can manifest itself to us, in whatever we have asked it to become. That power to some, can present itself to be God, to some, it can be Spirituality, and to others, it can be the Sciences, the Arts, or any means where Consciousness can reach us through OPEN TIME. Imagine these wormholes as transmission gateways to higher or lower Dimensions, that for humans, are situated in the only place where Time can travel, whilst carrying our perceptions with it. That place is the 4 Dimensions of our Minds. At this point, we realise why our minds are so powerful because they are PORTALS of TIME, and why, we are often kept divided, pitting advantages against one another over trivial conflicts, because we have forgotten who we are. We are not aware we are lowering our status as a species which redirects Times energy toward alternative sources that close time, straining and weakening mind transmissions. However, what is being attempted above all our own primitive needs, is that certain Timelines of Consciousness are being fragmented. Consciousness is an intelligence of unities, where strength in numbers creates infinities which either, flourish in life, or instead, are infinities that perpetuate repetitive downward spirals. The next revolution is not going to be the takeover of A.I. as we are sold and told because it is too obvious, it instead, will be the invisible Decimations of minds only looking out for themselves, or it will be the Raptures of people who know their Minds, bringing Times of life, together. That choice is yours, therefore, OPEN TIME! Meta Tech Organica – Excited about New Dimensions of LIVING. Mind ReMapping N.B. ALL EVENTS ARE ONLINE",14.99,44.99,GBP,Gavin  Gooden,https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T19:30:00Z,QUADRILATERAL THINKING  - TIME IS OPEN !  - ONLINE - Rome,"The MIND ReMapping  Philosophy: ""Be so Creatively removed from reality, that the Mind has no choice, but to come out of hiding….""",https://www.eventbrite.co.uk/e/quadrilateral-thinking-time-is-open-online-rome-tickets-656981087117,roma,Sold out
